pi_time_s,FR_target_rads,FR_actual_rads,FR_pwm,FL_target_rads,FL_actual_rads,FL_pwm,RR_target_rads,RR_actual_rads,RR_pwm,RL_target_rads,RL_actual_rads,RL_pwm
1786010290.2128,0.0000,0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,-0.0000,0.0000
1786010290.2618,0.0000,0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,-0.0000,0.0000
1786010290.3118,0.0000,0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,-0.0000,0.0000
1786010290.3620,0.0000,0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,-0.0000,0.0000
1786010290.4117,0.0000,0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,-0.0000,0.0000
1786010290.4616,0.0000,0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,-0.0000,0.0000
1786010290.5117,0.0000,0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,-0.0000,0.0000
1786010290.5616,0.0000,0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,-0.0000,0.0000
1786010290.6117,0.2400,0.0160,28.0000,0.2400,0.0180,28.0000,0.2400,0.0130,28.0000,0.2400,0.0110,28.0000
1786010290.6617,0.6560,0.5280,38.0000,0.6560,0.5930,35.0000,0.6560,0.5490,37.0000,0.6560,0.4210,45.0000
1786010290.7116,0.6560,0.6070,38.0000,0.6560,0.6470,36.0000,0.6560,0.6300,37.0000,0.6560,0.5070,45.0000
1786010290.7617,0.6560,0.6610,36.0000,0.6560,0.6840,35.0000,0.6560,0.6640,37.0000,0.6560,0.7020,37.0000
1786010290.8116,0.6560,0.7180,33.0000,0.6560,0.6930,34.0000,0.6560,0.6790,36.0000,0.6560,0.7540,34.0000
1786010290.8618,0.6560,0.7130,33.0000,0.6560,0.7250,32.0000,0.6560,0.7340,33.0000,0.6560,0.7350,35.0000
1786010290.9117,0.6560,0.6990,33.0000,0.6560,0.7180,32.0000,0.6560,0.7540,31.0000,0.6560,0.7380,34.0000
1786010290.9618,0.6560,0.6920,33.0000,0.6560,0.6590,34.0000,0.6560,0.6610,35.0000,0.6560,0.6900,35.0000
1786010291.0118,0.6560,0.6630,34.0000,0.6560,0.6610,34.0000,0.6560,0.6550,35.0000,0.6560,0.6990,34.0000
1786010291.0617,0.6560,0.6080,37.0000,0.6560,0.6560,34.0000,0.6560,0.6450,36.0000,0.6560,0.6340,37.0000
1786010291.1117,0.6560,0.6140,37.0000,0.6560,0.6180,36.0000,0.6560,0.6440,36.0000,0.6560,0.6260,38.0000
1786010291.1617,0.6560,0.6430,36.0000,0.6560,0.6360,35.0000,0.6560,0.6380,36.0000,0.6560,0.6390,37.0000
1786010291.2118,0.6560,0.6520,36.0000,0.6560,0.6470,35.0000,0.6560,0.6560,36.0000,0.6560,0.6670,36.0000
1786010291.2624,0.6560,0.6590,36.0000,0.6560,0.6590,34.0000,0.6560,0.6510,36.0000,0.6560,0.6490,37.0000
1786010291.3117,0.6560,0.6560,36.0000,0.6560,0.6720,34.0000,0.6560,0.6650,35.0000,0.6560,0.6780,35.0000
1786010291.3620,0.6560,0.6610,36.0000,0.6560,0.6610,34.0000,0.6560,0.6500,36.0000,0.6560,0.6740,35.0000
1786010291.4117,0.6560,0.7060,33.0000,0.6560,0.6720,33.0000,0.6560,0.6610,35.0000,0.6560,0.6920,34.0000
1786010291.4617,0.6560,0.6970,33.0000,0.6560,0.6760,33.0000,0.6560,0.6730,35.0000,0.6560,0.6750,35.0000
1786010291.5118,0.6560,0.7060,32.0000,0.6560,0.7200,30.0000,0.6560,0.7360,31.0000,0.6560,0.6850,34.0000
1786010291.5626,0.6560,0.6930,32.0000,0.6560,0.6650,33.0000,0.6560,0.6810,33.0000,0.6560,0.6660,35.0000
1786010291.6117,0.6560,0.6810,32.0000,0.6560,0.6550,33.0000,0.6560,0.6430,35.0000,0.6560,0.6770,34.0000
1786010291.6629,0.6560,0.6650,33.0000,0.6560,0.6550,33.0000,0.6560,0.6420,35.0000,0.6560,0.6520,35.0000
