epoch_s,map_x,map_y,map_yaw_deg,odom_x,odom_y,odom_yaw_deg,corr_x,corr_y,corr_yaw_deg
1788183909.263,,,,0.0000,0.0000,0.00,,,
1788183909.363,,,,0.0000,0.0000,0.00,,,
1788183909.463,,,,0.0000,0.0000,0.00,,,
1788183909.563,,,,0.0000,0.0000,0.00,,,
1788183909.663,,,,0.0000,0.0000,0.00,,,
1788183909.763,,,,0.0000,0.0000,0.00,,,
1788183909.863,,,,0.0000,0.0000,0.00,,,
1788183909.963,,,,0.0000,0.0000,0.00,,,
1788183910.063,,,,0.0000,0.0000,0.00,,,
1788183910.163,,,,0.0000,0.0000,0.00,,,
1788183910.263,,,,0.0000,0.0000,0.00,,,
1788183910.364,,,,0.0000,0.0000,0.00,,,
1788183910.464,,,,0.0000,0.0000,0.00,,,
1788183910.564,,,,0.0000,0.0000,0.00,,,
1788183910.663,,,,0.0000,0.0000,0.00,,,
1788183910.763,,,,0.0000,0.0000,0.00,,,
1788183910.863,,,,0.0000,0.0000,0.00,,,
1788183910.963,,,,0.0000,0.0000,0.00,,,
1788183911.063,,,,0.0000,0.0000,0.00,,,
1788183911.163,,,,0.0000,0.0000,0.00,,,
1788183911.263,,,,0.0000,0.0000,0.00,,,
1788183911.363,,,,0.0000,0.0000,0.00,,,
1788183911.463,,,,0.0000,0.0000,0.00,,,
1788183911.563,,,,0.0000,0.0000,0.00,,,
1788183911.663,,,,0.0000,0.0000,0.00,,,
1788183911.763,,,,0.0000,0.0000,0.00,,,
1788183911.863,,,,0.0000,0.0000,0.00,,,
1788183911.963,,,,0.0000,0.0000,0.00,,,
1788183912.063,,,,0.0000,0.0000,0.00,,,
1788183912.163,,,,0.0000,0.0000,0.00,0.0000,0.0000,0.00
1788183912.263,,,,0.0000,0.0000,0.00,0.0000,0.0000,0.00
1788183912.363,0.0000,0.0000,0.00,0.0000,0.0000,0.00,0.0000,0.0000,0.00
1788183912.463,0.0000,0.0000,0.00,0.0000,0.0000,0.00,0.0000,0.0000,0.00
1788183912.563,0.0000,0.0000,0.00,0.0000,0.0000,0.00,0.0000,0.0000,0.00
1788183912.663,0.0000,0.0000,0.00,0.0000,0.0000,0.00,0.0000,0.0000,0.00
1788183912.763,0.0000,0.0000,0.00,0.0000,0.0000,0.00,0.0000,0.0000,0.00
1788183912.863,0.0000,0.0000,0.00,0.0000,0.0000,0.00,0.0000,0.0000,0.00
1788183912.963,0.0000,0.0000,0.00,0.0000,0.0000,0.00,0.0000,0.0000,0.00
1788183913.063,0.0000,0.0000,0.00,0.0000,0.0000,0.00,0.0000,0.0000,0.00
1788183913.163,0.0000,0.0000,0.00,0.0000,0.0000,0.00,0.0000,0.0000,0.00
1788183913.263,0.0000,0.0000,0.00,0.0000,0.0000,0.00,0.0000,0.0000,0.00
1788183913.363,0.0000,0.0000,0.00,0.0000,0.0000,0.00,0.0000,0.0000,0.00
1788183913.463,0.0000,0.0000,0.00,0.0000,0.0000,0.00,0.0000,0.0000,0.00
1788183913.563,0.0000,0.0000,0.00,0.0000,0.0000,0.00,0.0000,0.0000,0.00
1788183913.663,0.0000,0.0000,0.00,0.0000,0.0000,0.00,0.0000,0.0000,0.00
1788183913.763,0.0000,0.0000,0.00,0.0000,0.0000,0.00,0.0000,0.0000,0.00
1788183913.863,0.0000,0.0000,0.00,0.0000,0.0000,0.00,0.0000,0.0000,0.00
1788183913.963,0.0000,0.0000,0.00,0.0000,0.0000,0.00,0.0000,0.0000,0.00
1788183914.063,0.0000,0.0000,0.00,0.0000,0.0000,0.00,0.0000,0.0000,0.00
1788183914.163,0.0000,0.0000,0.00,0.0000,0.0000,0.00,0.0000,0.0000,0.00
1788183914.263,0.0000,0.0000,0.00,0.0000,0.0000,0.00,0.0000,0.0000,0.00
1788183914.363,0.0000,0.0000,0.00,0.0000,0.0000,0.00,0.0000,0.0000,0.00
1788183914.463,0.0000,0.0000,0.00,0.0000,0.0000,0.00,0.0000,0.0000,0.00
1788183914.563,0.0000,0.0000,0.00,0.0000,0.0000,0.00,0.0000,0.0000,0.00
1788183914.663,0.0000,0.0000,0.00,0.0000,0.0000,0.00,0.0000,0.0000,0.00
1788183914.763,0.0000,0.0000,0.00,0.0000,0.0000,0.00,0.0000,0.0000,0.00
1788183914.863,0.0000,0.0000,0.00,0.0000,0.0000,0.00,0.0000,0.0000,0.00
1788183914.963,0.0000,0.0000,0.00,0.0000,0.0000,0.00,0.0000,0.0000,0.00
1788183915.063,0.0000,0.0000,0.00,0.0000,0.0000,0.00,0.0000,0.0000,0.00
1788183915.163,0.0000,0.0000,0.00,0.0000,0.0000,0.00,0.0000,0.0000,0.00
1788183915.263,0.0000,0.0000,0.00,0.0000,0.0000,0.00,0.0000,0.0000,0.00
1788183915.363,0.0000,0.0000,0.00,0.0000,0.0000,0.00,0.0000,0.0000,0.00
1788183915.463,0.0000,0.0000,0.00,0.0000,0.0000,0.00,0.0000,0.0000,0.00
1788183915.563,0.0000,0.0000,0.00,0.0000,0.0000,0.00,0.0000,0.0000,0.00
1788183915.663,0.0000,0.0000,0.00,0.0000,0.0000,0.00,0.0000,0.0000,0.00
1788183915.763,0.0000,0.0000,0.00,0.0000,0.0000,0.00,0.0000,0.0000,0.00
1788183915.863,0.0000,0.0000,0.00,0.0000,0.0000,0.00,0.0000,0.0000,0.00
1788183915.963,0.0000,0.0000,0.00,0.0000,0.0000,0.00,0.0000,0.0000,0.00
1788183916.063,0.0000,0.0000,0.00,0.0000,0.0000,0.00,0.0000,0.0000,0.00
1788183916.163,0.0000,0.0000,0.00,0.0000,0.0000,0.00,0.0000,0.0000,0.00
1788183916.263,0.0000,0.0000,0.00,0.0000,0.0000,0.00,0.0000,0.0000,0.00
1788183916.363,0.0000,0.0000,0.00,0.0000,0.0000,0.00,0.0000,0.0000,0.00
1788183916.463,0.0000,0.0000,0.00,0.0000,0.0000,0.00,0.0000,0.0000,0.00
1788183916.563,0.0000,0.0000,0.00,0.0000,0.0000,0.00,0.0000,0.0000,0.00
1788183916.663,0.0000,0.0000,0.00,0.0000,0.0000,0.00,0.0000,0.0000,0.00
1788183916.763,0.0000,0.0000,0.00,0.0000,0.0000,0.00,0.0000,0.0000,0.00
1788183916.863,0.0000,0.0000,0.00,0.0000,0.0000,0.00,0.0000,0.0000,0.00
1788183916.963,0.0000,0.0000,0.00,0.0000,0.0000,0.00,0.0000,0.0000,0.00
1788183917.063,0.0000,0.0000,0.00,0.0000,0.0000,0.00,0.0000,0.0000,0.00
1788183917.163,0.0000,0.0000,0.00,0.0000,0.0000,0.00,0.0000,0.0000,0.00
1788183917.263,0.0000,0.0000,0.00,0.0000,0.0000,0.00,0.0000,0.0000,0.00
1788183917.363,0.0000,0.0000,0.00,0.0000,0.0000,0.00,0.0000,0.0000,0.00
1788183917.463,0.0000,0.0000,0.00,0.0000,0.0000,0.00,0.0000,0.0000,0.00
1788183917.563,0.0000,0.0000,0.00,0.0000,0.0000,0.00,0.0000,0.0000,0.00
1788183917.663,0.0000,0.0000,0.00,0.0000,0.0000,0.00,0.0000,0.0000,0.00
1788183917.763,0.0000,0.0000,0.00,0.0000,0.0000,0.00,0.0000,0.0000,0.00
1788183917.863,0.0000,0.0000,0.00,0.0000,0.0000,0.00,0.0000,0.0000,0.00
1788183917.963,0.0000,0.0000,0.00,0.0000,0.0000,0.00,0.0000,0.0000,0.00
1788183918.063,0.0000,0.0000,0.00,0.0000,0.0000,0.00,0.0000,0.0000,0.00
1788183918.163,0.0000,0.0000,0.00,0.0000,0.0000,0.00,0.0000,0.0000,0.00
1788183918.263,0.0000,0.0000,0.00,0.0000,0.0000,0.00,0.0000,0.0000,0.00
1788183918.363,0.0000,0.0000,0.00,0.0000,0.0000,0.00,0.0000,0.0000,0.00
1788183918.463,0.0000,0.0000,0.00,0.0000,0.0000,0.00,0.0000,0.0000,0.00
1788183918.563,0.0000,0.0000,0.00,0.0000,0.0000,0.00,0.0000,0.0000,0.00
1788183918.663,0.0000,0.0000,0.00,0.0000,0.0000,0.00,0.0000,0.0000,0.00
1788183918.763,0.0000,0.0000,0.00,0.0000,0.0000,0.00,0.0000,0.0000,0.00
1788183918.863,0.0000,0.0000,0.00,0.0000,0.0000,0.00,0.0000,0.0000,0.00
1788183918.963,0.0000,0.0000,0.00,0.0000,0.0000,0.00,0.0000,0.0000,0.00
1788183919.063,0.0000,0.0000,0.00,0.0000,0.0000,0.00,0.0000,0.0000,0.00
1788183919.163,0.0000,0.0000,0.00,0.0000,0.0000,0.00,0.0000,0.0000,0.00
1788183919.263,0.0000,0.0000,0.00,0.0000,0.0000,0.00,0.0000,0.0000,0.00
1788183919.363,0.0000,0.0000,0.00,0.0000,0.0000,0.00,0.0000,0.0000,0.00
1788183919.463,0.0000,0.0000,0.00,0.0000,0.0000,0.00,0.0000,0.0000,0.00
1788183919.563,0.0000,0.0000,0.00,0.0000,0.0000,0.00,0.0000,0.0000,0.00
1788183919.663,0.0000,0.0000,0.00,0.0000,0.0000,0.00,0.0000,0.0000,0.00
1788183919.763,0.0000,0.0000,0.00,0.0000,0.0000,0.00,0.0000,0.0000,0.00
1788183919.863,0.0000,0.0000,0.00,0.0000,0.0000,0.00,0.0000,0.0000,0.00
1788183919.963,0.0000,0.0000,0.00,0.0000,0.0000,0.00,0.0000,0.0000,0.00
1788183920.063,0.0000,0.0000,0.00,0.0000,0.0000,0.00,0.0000,0.0000,0.00
1788183920.163,0.0000,0.0000,0.00,0.0000,0.0000,0.00,0.0000,0.0000,0.00
1788183920.263,0.0000,0.0000,0.00,0.0000,0.0000,0.00,0.0000,0.0000,0.00
1788183920.363,0.0000,0.0000,0.00,0.0000,0.0000,0.00,0.0000,0.0000,0.00
1788183920.463,0.0000,0.0000,0.00,0.0000,0.0000,0.00,0.0000,0.0000,0.00
1788183920.563,0.0000,0.0000,0.00,0.0000,0.0000,0.00,0.0000,0.0000,0.00
1788183920.663,0.0000,0.0000,0.00,0.0000,0.0000,0.00,0.0000,0.0000,0.00
