pi_time_s,FR_target_rads,FR_actual_rads,FR_pwm,FL_target_rads,FL_actual_rads,FL_pwm,RR_target_rads,RR_actual_rads,RR_pwm,RL_target_rads,RL_actual_rads,RL_pwm,FR_error,FR_ff,FR_iterm,FR_pos_rad,FL_error,FL_ff,FL_iterm,FL_pos_rad,RR_error,RR_ff,RR_iterm,RR_pos_rad,RL_error,RL_ff,RL_iterm,RL_pos_rad
1789384779.9773,0,0,0,0,0,0,0,-0,0,0,-0,0,-0,0,0,0.882,-0,0,0,83.998,0,0,0,4.55,0,0,0,92.697
1789384779.9773,0,0,0,0,0,0,0,-0,0,0,-0,0,-0,0,0,0.882,-0,0,0,83.998,0,0,0,4.55,0,0,0,92.697
1789384779.9773,0,0,0,0,0,0,0,-0,0,0,-0,0,-0,0,0,0.882,-0,0,0,83.998,0,0,0,4.55,0,0,0,92.697
1789384780.0374,0,0,0,0,0,0,0,-0,0,0,-0,0,-0,0,0,0.882,-0,0,0,83.998,0,0,0,4.55,0,0,0,92.697
1789384780.0374,0,0,0,0,0,0,0,-0,0,0,-0,0,-0,0,0,0.882,-0,0,0,83.998,0,0,0,4.55,0,0,0,92.697
1789384780.0374,0,0,0,0,0,0,0,-0,0,0,-0,0,-0,0,0,0.882,-0,0,0,83.998,0,0,0,4.55,0,0,0,92.697
1789384780.1173,0,0,0,0,0,0,0,-0,0,0,-0,0,-0,0,0,0.882,-0,0,0,83.998,0,0,0,4.55,0,0,0,92.697
1789384780.1173,0,0,0,0,0,0,0,-0,0,0,-0,0,-0,0,0,0.882,-0,0,0,83.998,0,0,0,4.55,0,0,0,92.697
1789384780.1173,0,0,0,0,0,0,0,-0,0,0,-0,0,-0,0,0,0.882,-0,0,0,83.998,0,0,0,4.55,0,0,0,92.697
1789384780.1173,0,0,0,0,0,0,0,-0,0,0,-0,0,-0,0,0,0.882,-0,0,0,83.998,0,0,0,4.55,0,0,0,92.697
1789384780.1773,0,0,0,0,0,0,0,-0,0,0,-0,0,-0,0,0,0.882,-0,0,0,83.998,0,0,0,4.55,0,0,0,92.697
1789384780.1773,0,0,0,0,0,0,0,-0,0,0,-0,0,-0,0,0,0.882,-0,0,0,83.998,0,0,0,4.55,0,0,0,92.697
1789384780.1773,0,0,0,0,0,0,0,-0,0,0,-0,0,-0,0,0,0.882,-0,0,0,83.998,0,0,0,4.55,0,0,0,92.697
1789384780.2373,0,0,0,0,0,0,0,-0,0,0,-0,0,-0,0,0,0.882,-0,0,0,83.998,0,0,0,4.55,0,0,0,92.697
1789384780.2373,0,0,0,0,0,0,0,-0,0,0,-0,0,-0,0,0,0.882,-0,0,0,83.998,0,0,0,4.55,0,0,0,92.697
1789384780.2373,0,0,0,0,0,0,0,-0,0,0,-0,0,-0,0,0,0.882,-0,0,0,83.998,0,0,0,4.55,0,0,0,92.697
1789384780.3173,0,0,0,0,0,0,0,-0,0,0,-0,0,-0,0,0,0.882,-0,0,0,83.998,0,0,0,4.55,0,0,0,92.697
1789384780.3173,0,0,0,0,0,0,0,-0,0,0,-0,0,-0,0,0,0.882,-0,0,0,83.998,0,0,0,4.55,0,0,0,92.697
1789384780.3173,0,0,0,0,0,0,0,-0,0,0,-0,0,-0,0,0,0.882,-0,0,0,83.998,0,0,0,4.55,0,0,0,92.697
1789384780.3173,0,0,0,0,0,0,0,-0,0,0,-0,0,-0,0,0,0.882,-0,0,0,83.998,0,0,0,4.55,0,0,0,92.697
1789384780.3773,0,0,0,0,0,0,0,-0,0,0,-0,0,-0,0,0,0.882,-0,0,0,83.998,0,0,0,4.55,0,0,0,92.697
1789384780.3773,0,0,0,0,0,0,0,-0,0,0,-0,0,-0,0,0,0.882,-0,0,0,83.998,0,0,0,4.55,0,0,0,92.697
1789384780.3774,0,0,0,0,0,0,0,-0,0,0,-0,0,-0,0,0,0.882,-0,0,0,83.998,0,0,0,4.55,0,0,0,92.697
1789384780.4573,0,0,0,0,0,0,0,-0,0,0,-0,0,-0,0,0,0.882,-0,0,0,83.998,0,0,0,4.55,0,0,0,92.697
1789384780.4573,0,0,0,0,0,0,0,-0,0,0,-0,0,-0,0,0,0.882,-0,0,0,83.998,0,0,0,4.55,0,0,0,92.697
1789384780.4573,0,0,0,0,0,0,0,-0,0,0,-0,0,-0,0,0,0.882,-0,0,0,83.998,0,0,0,4.55,0,0,0,92.697
1789384780.4573,0,0,0,0,0,0,0,-0,0,0,-0,0,-0,0,0,0.882,-0,0,0,83.998,0,0,0,4.55,0,0,0,92.697
1789384780.5173,0,0,0,0,0,0,0,-0,0,0,-0,0,-0,0,0,0.882,-0,0,0,83.998,0,0,0,4.55,0,0,0,92.697
1789384780.5174,0,0,0,0,0,0,0,-0,0,0,-0,0,-0,0,0,0.882,-0,0,0,83.998,0,0,0,4.55,0,0,0,92.697
1789384780.5174,0,0,0,0,0,0,0,-0,0,0,-0,0,-0,0,0,0.882,-0,0,0,83.998,0,0,0,4.55,0,0,0,92.697
1789384780.5773,0,0,0,0,0,0,0,-0,0,0,-0,0,-0,0,0,0.882,-0,0,0,83.998,0,0,0,4.55,0,0,0,92.697
1789384780.5773,0,0,0,0,0,0,0,-0,0,0,-0,0,-0,0,0,0.882,-0,0,0,83.998,0,0,0,4.55,0,0,0,92.697
1789384780.5774,0,0,0,0,0,0,0,-0,0,0,-0,0,-0,0,0,0.882,-0,0,0,83.998,0,0,0,4.55,0,0,0,92.697
1789384780.6573,0,0,0,0,0,0,0,-0,0,0,-0,0,-0,0,0,0.882,-0,0,0,83.998,0,0,0,4.55,0,0,0,92.697
1789384780.6574,0,0,0,0,0,0,0,-0,0,0,-0,0,-0,0,0,0.882,-0,0,0,83.998,0,0,0,4.55,0,0,0,92.697
1789384780.6574,0,0,0,0,0,0,0,-0,0,0,-0,0,-0,0,0,0.882,-0,0,0,83.998,0,0,0,4.55,0,0,0,92.697
1789384780.6574,0,0,0,0,0,0,0,-0,0,0,-0,0,-0,0,0,0.882,-0,0,0,83.998,0,0,0,4.55,0,0,0,92.697
1789384780.7173,0,0,0,0,0,0,0,-0,0,0,-0,0,-0,0,0,0.882,-0,0,0,83.998,0,0,0,4.55,0,0,0,92.697
1789384780.7174,0,0,0,0,0,0,0,-0,0,0,-0,0,-0,0,0,0.882,-0,0,0,83.998,0,0,0,4.55,0,0,0,92.697
1789384780.7174,0,0,0,0,0,0,0,-0,0,0,-0,0,-0,0,0,0.882,-0,0,0,83.998,0,0,0,4.55,0,0,0,92.697
1789384780.7973,0,0,0,0,0,0,0,-0,0,0,-0,0,-0,0,0,0.882,-0,0,0,83.998,0,0,0,4.55,0,0,0,92.697
1789384780.7974,0,0,0,0,0,0,0,-0,0,0,-0,0,-0,0,0,0.882,-0,0,0,83.998,0,0,0,4.55,0,0,0,92.697
1789384780.7974,0,0,0,0,0,0,0,-0,0,0,-0,0,-0,0,0,0.882,-0,0,0,83.998,0,0,0,4.55,0,0,0,92.697
1789384780.7974,0,0,0,0,0,0,0,-0,0,0,-0,0,-0,0,0,0.882,-0,0,0,83.998,0,0,0,4.55,0,0,0,92.697
1789384780.8573,0,0,0,0,0,0,0,-0,0,0,-0,0,-0,0,0,0.882,-0,0,0,83.998,0,0,0,4.55,0,0,0,92.697
1789384780.8573,0,0,0,0,0,0,0,-0,0,0,-0,0,-0,0,0,0.882,-0,0,0,83.998,0,0,0,4.55,0,0,0,92.697
1789384780.8574,0,0,0,0,0,0,0,-0,0,0,-0,0,-0,0,0,0.882,-0,0,0,83.998,0,0,0,4.55,0,0,0,92.697
1789384780.9173,0,0,0,0,0,0,0,-0,0,0,-0,0,-0,0,0,0.882,-0,0,0,83.998,0,0,0,4.55,0,0,0,92.697
1789384780.9173,0,0,0,0,0,0,0,-0,0,0,-0,0,-0,0,0,0.882,-0,0,0,83.998,0,0,0,4.55,0,0,0,92.697
1789384780.9174,0,0,0,0,0,0,0,-0,0,0,-0,0,-0,0,0,0.882,-0,0,0,83.998,0,0,0,4.55,0,0,0,92.697
1789384780.9973,0,0,0,0,0,0,0,-0,0,0,-0,0,-0,0,0,0.882,-0,0,0,83.998,0,0,0,4.55,0,0,0,92.697
1789384780.9973,0,0,0,0,0,0,0,-0,0,0,-0,0,-0,0,0,0.882,-0,0,0,83.998,0,0,0,4.55,0,0,0,92.697
1789384780.9974,0,0,0,0,0,0,0,-0,0,0,-0,0,-0,0,0,0.882,-0,0,0,83.998,0,0,0,4.55,0,0,0,92.697
1789384780.9974,0,0,0,0,0,0,0,-0,0,0,-0,0,-0,0,0,0.882,-0,0,0,83.998,0,0,0,4.55,0,0,0,92.697
1789384781.0573,0,0,0,0,0,0,0,-0,0,0,-0,0,-0,0,0,0.882,-0,0,0,83.998,0,0,0,4.55,0,0,0,92.697
1789384781.0573,0,0,0,0,0,0,0,-0,0,0,-0,0,-0,0,0,0.882,-0,0,0,83.998,0,0,0,4.55,0,0,0,92.697
1789384781.0574,0,0,0,0,0,0,0,-0,0,0,-0,0,-0,0,0,0.882,-0,0,0,83.998,0,0,0,4.55,0,0,0,92.697
1789384781.1373,0,0,0,0,0,0,0,-0,0,0,-0,0,-0,0,0,0.882,-0,0,0,83.998,0,0,0,4.55,0,0,0,92.697
1789384781.1374,0,0,0,0,0,0,0,-0,0,0,-0,0,-0,0,0,0.882,-0,0,0,83.998,0,0,0,4.55,0,0,0,92.697
1789384781.1374,0,0,0,0,0,0,0,-0,0,0,-0,0,-0,0,0,0.882,-0,0,0,83.998,0,0,0,4.55,0,0,0,92.697
1789384781.1374,0,0,0,0,0,0,0,-0,0,0,-0,0,-0,0,0,0.882,-0,0,0,83.998,0,0,0,4.55,0,0,0,92.697
1789384781.1973,0,0,0,0,0,0,0,-0,0,0,-0,0,-0,0,0,0.882,-0,0,0,83.998,0,0,0,4.55,0,0,0,92.697
1789384781.1973,0,0,0,0,0,0,0,-0,0,0,-0,0,-0,0,0,0.882,-0,0,0,83.998,0,0,0,4.55,0,0,0,92.697
1789384781.1974,0,0,0,0,0,0,0,-0,0,0,-0,0,-0,0,0,0.882,-0,0,0,83.998,0,0,0,4.55,0,0,0,92.697
1789384781.2573,0,0,0,0,0,0,0,-0,0,0,-0,0,-0,0,0,0.882,-0,0,0,83.998,0,0,0,4.55,0,0,0,92.697
1789384781.2573,0,0,0,0,0,0,0,-0,0,0,-0,0,-0,0,0,0.882,-0,0,0,83.998,0,0,0,4.55,0,0,0,92.697
1789384781.2574,0,0,0,0,0,0,0,-0,0,0,-0,0,-0,0,0,0.882,-0,0,0,83.998,0,0,0,4.55,0,0,0,92.697
1789384781.3374,0,0,0,0,0,0,0,-0,0,0,-0,0,-0,0,0,0.882,-0,0,0,83.998,0,0,0,4.55,0,0,0,92.697
1789384781.3374,0,0,0,0,0,0,0,-0,0,0,-0,0,-0,0,0,0.882,-0,0,0,83.998,0,0,0,4.55,0,0,0,92.697
1789384781.3374,0,0,0,0,0,0,0,-0,0,0,-0,0,-0,0,0,0.882,-0,0,0,83.998,0,0,0,4.55,0,0,0,92.697
1789384781.3374,0,0,0,0,0,0,0,-0,0,0,-0,0,-0,0,0,0.882,-0,0,0,83.998,0,0,0,4.55,0,0,0,92.697
1789384781.3973,0,0,0,0,0,0,0,-0,0,0,-0,0,-0,0,0,0.882,-0,0,0,83.998,0,0,0,4.55,0,0,0,92.697
1789384781.3974,0,0,0,0,0,0,0,-0,0,0,-0,0,-0,0,0,0.882,-0,0,0,83.998,0,0,0,4.55,0,0,0,92.697
1789384781.3974,0,0,0,0,0,0,0,-0,0,0,-0,0,-0,0,0,0.882,-0,0,0,83.998,0,0,0,4.55,0,0,0,92.697
1789384781.4574,0,0,0,0,0,0,0,-0,0,0,-0,0,-0,0,0,0.882,-0,0,0,83.998,0,0,0,4.55,0,0,0,92.697
1789384781.4574,0,0,0,0,0,0,0,-0,0,0,-0,0,-0,0,0,0.882,-0,0,0,83.998,0,0,0,4.55,0,0,0,92.697
1789384781.4574,0.12,0,14,0.12,0,14,0.12,-0,14,0.12,-0,14,0.12,8.2,0.3,0.882,0.12,8.3,0.3,83.998,0.12,8.3,0.3,4.55,0.12,8.3,0.3,92.697
1789384781.5374,0.36,0.098,34,0.36,0.107,33,0.36,0.106,33,0.36,0.105,33,0.262,21.4,1.5,0.885,0.253,21.8,1.5,84.001,0.254,21.8,1.5,4.553,0.255,21.7,1.5,92.699
1789384781.5374,0.6,0.399,38,0.6,0.4,39,0.6,0.376,40,0.6,0.367,40,0.201,30.4,2.6,0.896,0.2,31,2.5,84.012,0.224,31,2.7,4.563,0.233,30.8,2.7,92.709
1789384781.5375,0.84,0.637,47,0.84,0.626,49,0.84,0.632,48,0.84,0.612,49,0.203,39.3,3.6,0.911,0.214,40.3,3.6,84.027,0.208,40.2,3.7,4.579,0.228,39.9,3.8,92.724
1789384781.5375,1,0.842,52,1,0.816,55,1,0.854,52,1,0.834,53,0.158,45.3,4.6,0.93,0.184,46.4,4.6,84.045,0.146,46.3,4.6,4.598,0.166,46,4.8,92.743
1789384781.5974,1,1.017,45,1,1.01,46,1,1.021,45,1,1.001,46,-0.017,45.3,4.6,0.952,-0.01,46.4,4.8,84.067,-0.021,46.3,4.7,4.62,-0.001,46,5,92.765
1789384781.5975,1,1.037,45,1,1.032,47,1,1.044,46,1,1.043,46,-0.037,45.3,4.4,0.973,-0.032,46.4,4.6,84.088,-0.044,46.3,4.4,4.641,-0.043,46,4.8,92.786
1789384781.5975,1,1.008,48,1,1,50,1,1.035,47,1,1.034,48,-0.008,45.3,4.4,0.993,-0,46.4,4.6,84.108,-0.035,46.3,4.3,4.662,-0.034,46,4.6,92.807
1789384781.6574,1,1.026,47,1,1.003,50,1,1.044,47,1,1.041,48,-0.026,45.3,4.3,1.014,-0.003,46.4,4.6,84.128,-0.044,46.3,4.1,4.683,-0.041,46,4.4,92.828
1789384781.6575,1,1.049,46,1,1.037,48,1,1.051,47,1,1.062,47,-0.049,45.3,4.1,1.035,-0.037,46.4,4.5,84.149,-0.051,46.3,3.8,4.704,-0.062,46,4.1,92.849
1789384781.6575,1,1.048,47,1,1.026,49,1,1.045,48,1,1.066,46,-0.048,45.3,3.8,1.056,-0.026,46.4,4.3,84.169,-0.045,46.3,3.6,4.725,-0.066,46,3.8,92.87
1789384781.7174,1,1.045,47,1,1.002,51,1,1.051,47,1,1.05,47,-0.045,45.3,3.6,1.077,-0.002,46.4,4.3,84.189,-0.051,46.3,3.3,4.746,-0.05,46,3.5,92.891
1789384781.7175,1,1.04,47,1,1.026,49,1,1.053,47,1,1.047,47,-0.04,45.3,3.4,1.098,-0.026,46.4,4.2,84.21,-0.053,46.3,3.1,4.767,-0.047,46,3.3,92.912
1789384781.7175,1,1.043,46,1,1.025,49,1,1.056,46,1,1.055,46,-0.043,45.3,3.2,1.119,-0.025,46.4,4,84.23,-0.056,46.3,2.8,4.788,-0.055,46,3.1,92.933
1789384781.7974,1,1.044,46,1,1.014,50,1,1.057,46,1,1.045,47,-0.044,45.3,3,1.139,-0.014,46.4,4,84.251,-0.057,46.3,2.5,4.809,-0.045,46,2.8,92.954
1789384781.7974,1,1.049,46,1,1.026,49,1,1.056,46,1,1.048,46,-0.049,45.3,2.7,1.161,-0.026,46.4,3.8,84.271,-0.056,46.3,2.2,4.83,-0.048,46,2.6,92.975
1789384781.7975,1,1.048,46,1,1.038,48,1,1.041,47,1,1.051,46,-0.048,45.3,2.5,1.181,-0.038,46.4,3.7,84.292,-0.041,46.3,2,4.851,-0.051,46,2.3,92.996
1789384781.7975,1,1.038,46,1,1.01,50,1,1.036,47,1,1.041,46,-0.038,45.3,2.3,1.202,-0.01,46.4,3.6,84.312,-0.036,46.3,1.8,4.872,-0.041,46,2.1,93.017
1789384781.8574,1,1.029,46,1,1.017,49,1,1.036,46,1,1.031,47,-0.029,45.3,2.1,1.223,-0.017,46.4,3.5,84.332,-0.036,46.3,1.6,4.892,-0.031,46,2,93.037
1789384781.8574,1,1.03,46,1,1.025,49,1,1.038,46,1,1.04,46,-0.03,45.3,2,1.243,-0.025,46.4,3.4,84.353,-0.038,46.3,1.5,4.913,-0.04,46,1.8,93.058
