pi_time_s,FR_target_rads,FR_actual_rads,FR_pwm,FL_target_rads,FL_actual_rads,FL_pwm,RR_target_rads,RR_actual_rads,RR_pwm,RL_target_rads,RL_actual_rads,RL_pwm
1782997353.3266,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,0.0000
1782997353.3764,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,0.0000
1782997353.4263,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,0.0000
1782997353.4762,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,0.0000
1782997353.5263,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,0.0000
1782997353.5764,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,0.0000
1782997353.6263,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,0.0000
1782997353.6763,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,0.0000
1782997353.7263,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,0.0000
1782997353.7763,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,0.0000
1782997353.8264,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,0.0000
1782997353.8763,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,0.0000
1782997353.9263,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,0.0000
1782997353.9763,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,0.0000
1782997354.0263,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,0.0000
1782997354.0764,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,0.0000
1782997354.1264,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,0.0000
1782997354.1765,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,0.0000
1782997354.2263,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,0.0000
1782997354.2763,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,0.0000
1782997354.3264,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,0.0000
1782997354.3764,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,0.0000
1782997354.4264,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,0.0000
1782997354.4763,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,0.0000
1782997354.5263,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,0.0000
1782997354.5763,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,0.0000
1782997354.6263,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,0.0000
1782997354.6763,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,0.0000
1782997354.7264,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,0.0000
1782997354.7763,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,0.0000
1782997354.8265,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,0.0000
1782997354.8764,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,0.0000
1782997354.9263,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,0.0000
1782997354.9763,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,0.0000
1782997355.0263,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,0.0000
1782997355.0764,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,0.0000
1782997355.1264,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,0.0000
1782997355.1765,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,0.0000
1782997355.2264,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,0.0000
1782997355.2763,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,0.0000
1782997355.3264,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,0.0000
1782997355.3763,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,0.0000
1782997355.4760,-0.0660,-0.0000,-6.0000,0.0660,0.0040,7.0000,0.0660,0.0050,6.0000,-0.0660,-0.0030,-6.0000
1782997355.4770,0.0260,-0.0140,2.0000,0.1570,0.0010,20.0000,0.1570,0.0220,19.0000,0.0260,-0.0080,2.0000
1782997355.5264,0.1440,0.0000,17.0000,0.2760,0.1940,23.0000,0.2760,0.1500,26.0000,0.1440,0.0220,16.0000
1782997355.5764,0.2620,0.1630,22.0000,0.3940,0.3200,27.0000,0.3940,0.3230,28.0000,0.2620,0.1640,22.0000
1782997355.6264,0.2620,0.2990,16.0000,0.3940,0.4450,22.0000,0.5140,0.4100,35.0000,0.3820,0.2750,28.0000
1782997355.6764,0.4330,0.4670,22.0000,0.5640,0.6110,28.0000,0.5640,0.5960,31.0000,0.4330,0.4600,24.0000
1782997355.7264,0.5770,0.5830,30.0000,0.7090,0.7120,36.0000,0.6960,0.7340,36.0000,0.5910,0.5710,33.0000
1782997355.7764,0.5910,0.6150,30.0000,0.6960,0.7140,36.0000,0.6960,0.7160,38.0000,0.5910,0.6020,32.0000
1782997355.8265,0.5910,0.6200,30.0000,0.6960,0.7260,35.0000,0.7090,0.7280,38.0000,0.5770,0.6050,31.0000
1782997355.8764,0.5770,0.6100,29.0000,0.7090,0.7400,35.0000,0.7090,0.7280,38.0000,0.5770,0.5920,32.0000
1782997355.9273,0.5640,0.5910,28.0000,0.7220,0.7270,37.0000,0.7220,0.7460,38.0000,0.5640,0.5950,30.0000
1782997355.9765,0.5640,0.5800,28.0000,0.7220,0.7410,36.0000,0.7220,0.7480,37.0000,0.5640,0.5660,32.0000
1782997356.0264,0.5640,0.5810,28.0000,0.7220,0.7440,36.0000,0.7220,0.7500,37.0000,0.5640,0.5800,30.0000
1782997356.0765,0.5640,0.5710,28.0000,0.7220,0.7330,36.0000,0.7220,0.7410,37.0000,0.5640,0.5660,31.0000
1782997356.1265,0.5640,0.5790,28.0000,0.7220,0.7250,37.0000,0.7220,0.7360,37.0000,0.5640,0.5730,31.0000
1782997356.1766,0.5640,0.5800,28.0000,0.7220,0.7340,36.0000,0.7220,0.7400,37.0000,0.5640,0.5700,31.0000
1782997356.2265,0.5640,0.5790,27.0000,0.7220,0.7430,35.0000,0.7220,0.7290,37.0000,0.5640,0.5580,31.0000
1782997356.2765,0.5640,0.5780,27.0000,0.7220,0.7260,36.0000,0.7220,0.7320,37.0000,0.5640,0.5760,30.0000
1782997356.3265,0.5640,0.5750,27.0000,0.7220,0.7260,36.0000,0.7220,0.7250,37.0000,0.5640,0.5610,31.0000
1782997356.3764,0.5640,0.5760,27.0000,0.7220,0.7360,35.0000,0.7220,0.7310,37.0000,0.5640,0.5800,30.0000
1782997356.4265,0.5640,0.5700,27.0000,0.7220,0.7350,35.0000,0.7220,0.7210,37.0000,0.5640,0.5560,31.0000
1782997356.4765,0.5640,0.5710,27.0000,0.7220,0.7180,36.0000,0.7220,0.7280,37.0000,0.5640,0.5590,31.0000
1782997356.5264,0.5640,0.5660,28.0000,0.7220,0.7290,35.0000,0.7220,0.7290,37.0000,0.5640,0.5670,31.0000
1782997356.5765,0.5640,0.5700,27.0000,0.7220,0.7340,35.0000,0.7220,0.7300,36.0000,0.5640,0.5600,31.0000
1782997356.6266,0.5640,0.5660,27.0000,0.7220,0.7300,35.0000,0.7220,0.7220,37.0000,0.5640,0.5800,30.0000
1782997356.6765,0.5640,0.5650,27.0000,0.7220,0.7130,36.0000,0.7220,0.7260,37.0000,0.5640,0.5560,31.0000
1782997356.7264,0.5640,0.5680,27.0000,0.7220,0.7210,36.0000,0.7220,0.7330,36.0000,0.5640,0.5680,31.0000
1782997356.7764,0.5640,0.5660,27.0000,0.7220,0.7310,35.0000,0.7220,0.7190,37.0000,0.5640,0.5630,31.0000
1782997356.8265,0.5640,0.5690,27.0000,0.7220,0.7260,35.0000,0.7220,0.7260,36.0000,0.5640,0.5590,31.0000
1782997356.8765,0.5640,0.5690,27.0000,0.7220,0.7210,35.0000,0.7090,0.7210,36.0000,0.5770,0.5830,31.0000
1782997356.9265,0.5770,0.5780,28.0000,0.7090,0.7120,35.0000,0.7090,0.7170,36.0000,0.5770,0.5680,32.0000
1782997356.9764,0.5770,0.5790,28.0000,0.7090,0.7250,34.0000,0.7090,0.7020,36.0000,0.5770,0.5820,31.0000
1782997357.0265,0.5770,0.5760,28.0000,0.7090,0.7050,35.0000,0.7090,0.7110,36.0000,0.5770,0.5750,31.0000
1782997357.0765,0.5770,0.5820,27.0000,0.7090,0.7030,35.0000,0.7090,0.7050,36.0000,0.5770,0.5860,31.0000
1782997357.1265,0.5770,0.5790,28.0000,0.7090,0.7170,34.0000,0.7090,0.7070,36.0000,0.5770,0.5790,31.0000
1782997357.1773,0.5770,0.5750,28.0000,0.7090,0.7150,34.0000,0.7090,0.6970,37.0000,0.5770,0.5720,31.0000
1782997357.2264,0.5770,0.5760,28.0000,0.7090,0.6990,35.0000,0.7090,0.7110,36.0000,0.5770,0.5870,31.0000
1782997357.2765,0.5770,0.5760,28.0000,0.7090,0.7040,35.0000,0.7090,0.7100,36.0000,0.5770,0.5730,31.0000
1782997357.3265,0.5770,0.5760,28.0000,0.7090,0.7200,34.0000,0.7090,0.7130,36.0000,0.5770,0.5920,30.0000
1782997357.3766,0.5770,0.5750,28.0000,0.7090,0.7130,35.0000,0.7090,0.7020,36.0000,0.5770,0.5730,31.0000
1782997357.4265,0.5770,0.5750,28.0000,0.7090,0.7000,35.0000,0.7090,0.7090,36.0000,0.5770,0.5750,31.0000
1782997357.4765,0.5770,0.5760,28.0000,0.7090,0.7080,35.0000,0.7090,0.7190,35.0000,0.5770,0.5810,31.0000
1782997357.5265,0.5770,0.5790,27.0000,0.7090,0.7140,34.0000,0.7090,0.7140,36.0000,0.5770,0.5750,31.0000
1782997357.5765,0.5770,0.5820,27.0000,0.7090,0.7050,35.0000,0.7090,0.7070,36.0000,0.5770,0.5960,30.0000
1782997357.6265,0.5770,0.5790,27.0000,0.7090,0.6970,35.0000,0.7090,0.7120,36.0000,0.5770,0.5670,31.0000
1782997357.6765,0.5770,0.5760,28.0000,0.7090,0.7110,35.0000,0.7090,0.7210,35.0000,0.5770,0.5900,30.0000
1782997357.7265,0.5770,0.5780,27.0000,0.7090,0.7170,34.0000,0.7090,0.7090,36.0000,0.5770,0.5740,31.0000
1782997357.7765,0.5770,0.5810,27.0000,0.7090,0.7070,35.0000,0.7090,0.7130,36.0000,0.5770,0.5880,30.0000
1782997357.8265,0.5770,0.5790,27.0000,0.7090,0.7040,35.0000,0.7090,0.7100,36.0000,0.5770,0.5830,30.0000
1782997357.8765,0.5770,0.5770,27.0000,0.7090,0.7120,35.0000,0.7090,0.7170,35.0000,0.5770,0.5690,31.0000
1782997357.9265,0.5770,0.5790,27.0000,0.7090,0.7160,34.0000,0.7090,0.7000,36.0000,0.5770,0.5830,30.0000
1782997357.9765,0.5770,0.5770,27.0000,0.7090,0.7030,35.0000,0.7090,0.7110,36.0000,0.5770,0.5640,31.0000
1782997358.0265,0.5770,0.5780,27.0000,0.7090,0.7040,35.0000,0.7090,0.7060,36.0000,0.5770,0.5860,30.0000
1782997358.0765,0.5770,0.5770,27.0000,0.7090,0.7170,34.0000,0.7090,0.7130,36.0000,0.5770,0.5700,31.0000
1782997358.1265,0.5770,0.5810,27.0000,0.7090,0.7150,34.0000,0.7090,0.7040,36.0000,0.5770,0.5740,31.0000
1782997358.1768,0.5770,0.5640,28.0000,0.7090,0.7020,35.0000,0.7090,0.7110,36.0000,0.5770,0.5750,31.0000
1782997358.2265,0.5770,0.5770,28.0000,0.7090,0.7040,35.0000,0.7090,0.7090,36.0000,0.5770,0.5710,31.0000
1782997358.2765,0.5770,0.5750,28.0000,0.7090,0.7160,34.0000,0.7090,0.7060,36.0000,0.5770,0.5870,30.0000
1782997358.3264,0.5770,0.5740,28.0000,0.7090,0.7130,34.0000,0.7090,0.7030,36.0000,0.5770,0.5700,31.0000
1782997358.3765,0.5770,0.5740,28.0000,0.7090,0.6970,35.0000,0.7090,0.7120,36.0000,0.5770,0.5860,30.0000
1782997358.4266,0.5770,0.5740,28.0000,0.7090,0.7070,35.0000,0.7090,0.7140,36.0000,0.5770,0.5700,31.0000
1782997358.4765,0.5770,0.5770,28.0000,0.7090,0.7160,34.0000,0.7090,0.7070,36.0000,0.5770,0.5850,30.0000
1782997358.5265,0.5770,0.5780,28.0000,0.7090,0.7040,35.0000,0.7090,0.7070,36.0000,0.5770,0.5830,31.0000
1782997358.5765,0.5770,0.5800,27.0000,0.7090,0.7000,35.0000,0.7090,0.7100,36.0000,0.5770,0.5680,31.0000
